allegiance,death_no,episode,killer,killers_house,location,method,name,season
None,814,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,815,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
Smallfolk,816,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Peasant,6
Smallfolk,817,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Peasant,6
Smallfolk,818,10,Cersei Lannister,House Lannister,King's Landing,Bell,Peasant,6
Smallfolk,819,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Peasant,6
Smallfolk,820,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Peasant,6
Faith Militant,821,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,822,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,823,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,824,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,825,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,826,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,827,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,828,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,829,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,830,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,831,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,832,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,833,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,834,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,835,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,836,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,837,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,838,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,839,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,840,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,841,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,842,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,843,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,844,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,845,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,846,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,847,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,848,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,849,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,850,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,851,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,852,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,853,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,854,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,855,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,856,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,857,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,858,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,859,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,860,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,861,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,862,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,863,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,864,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,865,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,866,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,867,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,868,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
Faith Militant,869,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
None,870,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,871,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,872,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,873,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,874,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,875,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,876,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,877,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,878,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,879,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,880,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,881,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,882,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,883,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,884,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,885,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,886,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,887,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,888,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,889,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,890,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,891,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,892,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,893,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,894,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,895,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,896,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,897,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,898,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,899,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,900,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,901,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,902,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,903,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,904,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,905,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,906,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,907,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,908,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,909,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,910,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,911,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,912,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,913,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,914,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,915,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,916,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,917,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,918,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,919,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,920,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,921,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,922,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,923,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,924,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,925,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,926,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,927,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,928,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,929,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,930,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,931,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,932,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,933,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,934,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,935,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,936,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,937,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,938,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,939,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,940,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,941,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,942,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,943,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,944,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,945,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,946,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,947,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,948,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,949,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,950,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,951,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,952,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,953,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,954,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,955,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,956,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,957,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,958,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,959,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,960,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,961,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,962,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,963,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,964,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,965,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,966,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,967,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,968,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,969,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,970,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
House Tyrell,971,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Margaery Tyrell,6
House Tyrell,972,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Mace Tyrell,6
House Tyrell,973,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Loras Tyrell,6
House Lannister,974,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Kevan Lannister,6
None,975,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,976,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,977,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,978,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,979,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,980,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,981,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,982,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,983,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,984,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,985,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,986,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,987,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,988,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,989,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,990,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,991,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,992,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,993,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
None,994,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
House Baratheon of King's Landing,995,10,Tommen Baratheon,House Baratheon of King's Landing,King's Landing,Falling,Tommen Baratheon,6
House Frey,996,10,Arya Stark,House Stark,The Twins,Cooking,Lothar Frey,6
House Frey,997,10,Arya Stark,House Stark,The Twins,Cooking,Walder Rivers,6
House Frey,998,10,Arya Stark,House Stark,The Twins,Knife,Walder Frey,6
House Frey,999,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
House Frey,1000,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
House Frey,1001,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
House Frey,1002,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
House Frey,1003,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
House Frey,1004,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
House Frey,1005,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
House Frey,1006,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
House Frey,1007,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
House Frey,1008,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
House Frey,1009,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
House Frey,1010,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
House Frey,1011,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
House Frey,1012,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
House Frey,1013,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
House Frey,1014,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
House Frey,1015,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
House Frey,1016,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
House Frey,1017,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
House Frey,1018,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
House Frey,1019,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
House Frey,1020,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
House Frey,1021,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
House Frey,1022,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
